N,1. Field name,2. Reservoir unit,3. Country,4. Region,5. Basin name,6. Tectonic regime,7. Latitude,8. Longitude,9. Operator company,10. Onshore or offshore,11. Hydrocarbon type (main),12. Reservoir status (current),13. Structural setting,14. Depth (top reservoir ft TVD),15. Reservoir period,16. Lithology (main),17. Thickness (gross average ft),18. Thickness (net pay average ft),19. Porosity (matrix average %),20. Permeability (air average mD)
959,VAREGAN,MEGION-VAREGAN (A5-B10),RUSSIA,FORMER SOVIET UNION,SIBERIAN WESTERN,COMPRESSION,62.6167,77.6622,NOYABRSKNEFTEGAS,ONSHORE,OIL,DECLINING PRODUCTION,INTRACRATONIC,5577,CRETACEOUS,SANDSTONE,3150.0,429.0,23.6,187.0
962,VENTURE,MIC MAC-MISSISAUGA,CANADA,NORTH AMERICA,SCOTIAN,GRAVITY/SHALE/EXTENSION,44.0377,-59.5735,SABLE OFFSHORE ENERGY,OFFSHORE,GAS,DEVELOPING,PASSIVE MARGIN,14231,JURASSIC-CRETACEOUS,SANDSTONE,5249.0,500.0,14.0,30.0
963,VERKHNECHONA,DANILOV (PREOBRAZHEN HZ),RUSSIA,FORMER SOVIET UNION,SIBERIAN EASTERN,INVERSION/COMPRESSION/EXTENSION,60.8929,109.0385,VERKHNECHONSKNEFTEGAZ,ONSHORE,OIL,DEVELOPING,INVERSION/RIFT,5052,PROTEROZOIC-CAMBRIAN,DOLOMITE,46.0,33.0,11.0,83.0
964,VERKHNECHONA,NEPA (VCH1-VCH2),RUSSIA,FORMER SOVIET UNION,SIBERIAN EASTERN,INVERSION/COMPRESSION/EXTENSION,60.8929,109.0385,VERKHNECHONSKNEFTEGAZ,ONSHORE,OIL,DEVELOPING,INVERSION/RIFT,5216,PROTEROZOIC,SANDSTONE,200.0,25.0,10.0,209.0
968,VERMEJO-MOORE HOOPER,FUSSELMAN-WINK,USA,NORTH AMERICA,PERMIAN,COMPRESSION,31.671999999999997,-103.53200000000001,FOREST OIL /ODESSA EXPLORATION,ONSHORE,GAS,NEARLY DEPLETED,FORELAND,18425,SILURIAN,DOLOMITE,127.0,34.0,5.0,5.0
970,VESLEFRIKK,BRENT,NORWAY,EUROPE,NORTH SEA NORTHERN,EXTENSION/EROSION,60.7984,2.9133,STATOILHYDRO,OFFSHORE,OIL,DECLINING PRODUCTION,RIFT,8447,JURASSIC,SANDSTONE,427.0,279.0,18.0,800.0
971,VESLEFRIKK,DUNLIN (INTRA DUNLIN SAND),NORWAY,EUROPE,NORTH SEA NORTHERN,,60.7984,2.9133,STATOILHYDRO,OFFSHORE,OIL,DECLINING PRODUCTION,RIFT,9333,JURASSIC,SANDSTONE,57.0,26.0,,200.0
972,VICTOR,LEMAN SANDSTONE,UK,EUROPE,NORTH SEA SOUTHERN,INVERSION/COMPRESSION/EXTENSION/EVAPORITE/GRAVITY,53.3299,2.3626,CONOCOPHILLIPS,OFFSHORE,GAS,DECLINING PRODUCTION,SUB-SALT/INVERSION,8175,PERMIAN,SANDSTONE,375.0,369.0,16.0,52.0
973,VICTORY,LANSING-KANSAS CITY,USA,NORTH AMERICA,ANADARKO,COMPRESSION/EROSION,37.3971,-100.9544,BP,ONSHORE,OIL,MATURE PRODUCTION,FORELAND,4075,CARBONIFEROUS,LIMESTONE,150.0,10.0,22.0,85.0
975,VILLEPERDUE,DALLE NACREE,FRANCE,EUROPE,PARIS,EXTENSION,48.8167,3.6,COPAREX /TRITON,ONSHORE,OIL,MATURE PRODUCTION,INTRACRATONIC,5990,JURASSIC,LIMESTONE,75.0,60.0,14.0,10.0
976,VIRDEN,LODGEPOLE,CANADA,NORTH AMERICA,WILLISTON,COMPRESSION,49.8698,-100.9538,NUMEROUS,ONSHORE,OIL,DECLINING PRODUCTION,INTRACRATONIC,1915,CARBONIFEROUS,LIMESTONE,330.0,20.0,10.0,35.0
978,WAFRA,MINAGISH,NEUTRAL ZONE,MIDDLE EAST,THE GULF,COMPRESSION/EVAPORITE,28.6,47.8833,CHEVRON /KUWAIT OIL CO,ONSHORE,OIL,DECLINING PRODUCTION,FORELAND/SALT,6580,CRETACEOUS,LIMESTONE,650.0,200.0,21.5,100.0
981,WANDOO,M. AUSTRALIS,AUSTRALIA,FAR EAST,CARNARVON,INVERSION/COMPRESSION/EXTENSION,-20.1277,116.4203,EXXONMOBIL,OFFSHORE,OIL,DECLINING PRODUCTION,RIFT/PASSIVE MARGIN,1657,CRETACEOUS,LOW-RESISTIVITY SANDSTONE,164.0,98.0,32.0,7500.0
982,WANGCHANG,QIANJIANG,CHINA,FAR EAST,JIANGHAN,EXTENSION/EVAPORITE/GRAVITY,30.41,112.81,SINOPEC,ONSHORE,OIL,NEARLY DEPLETED,RIFT,2421,PALEOGENE,SANDSTONE,5900.0,28.0,18.3,386.0
983,WANGZHUANG,TAISHAN,CHINA,FAR EAST,BOHAI,EXTENSION,37.7167,118.2833,SINOPEC,ONSHORE,OIL,NEARLY DEPLETED,RIFT,4829,ARCHEAN,BASEMENT,656.0,190.0,1.8,7.8
984,WAR-WINK SOUTH,BONE SPRING (3RD SANDSTONE),USA,NORTH AMERICA,PERMIAN,COMPRESSION,31.6533,-103.3046,KERR MCGEE AND OTHERS,ONSHORE,GAS-CONDENSATE,DECLINING PRODUCTION,FORELAND,11245,PERMIAN,SILTSTONE,84.0,26.0,10.0,0.5
986,WATERTON,RUNDLE-WABAMUN (A POOL),CANADA,NORTH AMERICA,WESTERN CANADA,COMPRESSION,49.3077,-114.0869,SHELL,ONSHORE,GAS-CONDENSATE,MATURE PRODUCTION,SUB-THRUST/FORELAND,8100,DEVONIAN-CARBONIFEROUS,DOLOMITE,2350.0,142.0,4.0,0.6
988,WEEKS ISLAND,S SAND (RESERVOIR B) OR S RB,USA,NORTH AMERICA,GULF OF MEXICO NORTHERN ONSHORE,GRAVITY/EXTENSION/EVAPORITE/DIAPIR/SYNSEDIMENTATION,29.8184,-91.77799999999999,SHELL AND OTHERS,ONSHORE,OIL,NEARLY DEPLETED,SALT/PASSIVE MARGIN,11600,NEOGENE,SANDSTONE,221.0,186.0,26.0,3500.0
990,WEIYUAN,DENGYING,CHINA,FAR EAST,SICHUAN,COMPRESSION,29.7333,104.75,PETROCHINA,ONSHORE,GAS,NEARLY DEPLETED,FORELAND,9485,PROTEROZOIC,DOLOMITE,2133.0,92.0,1.76,0.2
991,WELL DRAW,MESAVERDE (TEAPOT SAND),USA,NORTH AMERICA,POWDER RIVER,COMPRESSION,43.006,-105.1392,MATRIX PRODUCTION AND OTHERS,ONSHORE,OIL,MATURE PRODUCTION,FORELAND,6367,CRETACEOUS,SANDSTONE,110.0,17.0,14.0,4.3
992,WEMBLEY,HALFWAY,CANADA,NORTH AMERICA,WESTERN CANADA,COMPRESSION,55.2197,-119.1749,BP AND OTHERS,ONSHORE,OIL,DECLINING PRODUCTION,FORELAND,6125,TRIASSIC,SANDSTONE,80.0,22.0,10.2,60.0
993,WENMINGZHAI,SHAHEJIE,CHINA,FAR EAST,BOHAI,EXTENSION,35.77,115.2,SINOPEC,ONSHORE,OIL,MATURE PRODUCTION,RIFT,4462,PALEOGENE,SANDSTONE,6562.0,153.0,25.0,420.0
994,WEST BRANCH,DUNDEE,USA,NORTH AMERICA,MICHIGAN,,44.262,-84.1784,MARATHON,ONSHORE,OIL,DECLINING PRODUCTION,INTRACRATONIC,2590,DEVONIAN,LIMESTONE,180.0,28.0,,4.0
995,WEST CHEYENNE,UPPER MORROW (PURYEAR),USA,NORTH AMERICA,ANADARKO,COMPRESSION/EROSION,35.585,-99.7432,APACHE /BURLINGTON,ONSHORE,GAS,MATURE PRODUCTION,FORELAND,14500,CARBONIFEROUS,CONGLOMERATE,46.0,23.0,13.0,0.4
1000,WEST PEMBINA,NISKU (BIGORAY C POOL),CANADA,NORTH AMERICA,WESTERN CANADA,,53.2287,-115.8008,NUMEROUS,ONSHORE,OIL,UNKNOWN,FORELAND,7951,DEVONIAN,LIMESTONE,318.0,157.0,,278.0
1002,WEST PEMBINA,NISKU (PEMBINA L POOL),CANADA,NORTH AMERICA,WESTERN CANADA,COMPRESSION,53.2287,-115.8008,NUMEROUS,ONSHORE,OIL,UNKNOWN,FORELAND,9306,DEVONIAN,DOLOMITE,233.0,167.0,11.8,1407.0
1005,WEST SAK,WEST SAK,USA,NORTH AMERICA,NORTH SLOPE,,70.3401,-149.5375,CONOCOPHILLIPS,ONSHORE,OIL,DEVELOPING,FORELAND,2000,CRETACEOUS,SANDSTONE,300.0,59.0,,140.0
1006,WEST SEMINOLE,SAN ANDRES,USA,NORTH AMERICA,PERMIAN,COMPRESSION,32.766,-102.811,OCCIDENTAL,ONSHORE,OIL,NEARLY DEPLETED,FORELAND,4810,PERMIAN,DOLOMITE,600.0,40.0,9.9,9.0
1011,WEST TEBUK,F2-F0,RUSSIA,FORMER SOVIET UNION,TIMAN-PECHORA,COMPRESSION/EVAPORITE,63.6375,54.9269,KOMINEFT,ONSHORE,OIL,DECLINING PRODUCTION,INVERSION/FORELAND,3493,DEVONIAN,LIMESTONE,980.0,200.0,12.0,200.0
1013,WESTHOPE SOUTH,CHARLES,USA,NORTH AMERICA,WILLISTON,COMPRESSION,48.8521,-101.01299999999999,AMERADA HESS,ONSHORE,OIL,MATURE PRODUCTION,INTRACRATONIC,3275,CARBONIFEROUS,DOLOMITIC LIMESTONE,43.0,15.5,10.0,2.6
1014,WESTHOPE SOUTH,SPEARFISH,USA,NORTH AMERICA,WILLISTON,COMPRESSION,48.8521,-101.01299999999999,AMERADA HESS,ONSHORE,OIL,MATURE PRODUCTION,INTRACRATONIC,3275,TRIASSIC,SANDSTONE,43.0,15.5,14.0,13.5
1015,WEYBURN,CHARLES (MIDALE BEDS),CANADA,NORTH AMERICA,WILLISTON,COMPRESSION,49.5354,-103.7584,ENCANA,ONSHORE,OIL,SECOND PLATEAU PRODUTION,INTRACRATONIC,4300,CARBONIFEROUS,DOLOMITE,82.0,33.0,15.0,10.0
1016,WHITE ROSE,AVALON (SOUTH POOL),CANADA,NORTH AMERICA,JEANNE D ARC,EXTENSION/EVAPORITE/EROSION/GRAVITY,46.8638,-48.0664,HUSKY ENERGY,OFFSHORE,OIL,DEVELOPING,RIFT/SALT,8842,CRETACEOUS,SANDSTONE,984.0,328.0,15.0,127.0
1017,WHITNEY CANYON-CARTER CREEK,MISSION CANYON,USA,NORTH AMERICA,FOSSIL,COMPRESSION,41.5135,-110.9286,CHEVRON /BP,ONSHORE,GAS-CONDENSATE,DECLINING PRODUCTION,SUB-THRUST,13300,CARBONIFEROUS,DOLOMITE,750.0,261.0,7.0,1.0
1019,WILBURTON,ARBUCKLE,USA,NORTH AMERICA,ARKOMA,COMPRESSION/EXTENSION,34.8366,-95.3885,BP,ONSHORE,GAS,MATURE PRODUCTION,THRUST/FORELAND,12860,CAMBRIAN-ORDOVICIAN,DOLOMITE,2250.0,250.0,1.1,0.03
1022,WOLONGHE,HUANGLONG,CHINA,FAR EAST,SICHUAN,COMPRESSION/SHALE,30.176,107.2948,PETROCHINA,ONSHORE,GAS,DECLINING PRODUCTION,THRUST,12240,CARBONIFEROUS,DOLOMITE,98.0,33.0,6.0,0.2
1025,WUBAITI,HUANGLONG,CHINA,FAR EAST,SICHUAN,COMPRESSION,31.1072,108.0421,PETROCHINA,ONSHORE,GAS,DEVELOPING,THRUST,13780,CARBONIFEROUS,DOLOMITE,98.0,79.0,6.0,0.77
1026,WYTCH FARM,SHERWOOD,UK,EUROPE,WESSEX,INVERSION/COMPRESSION/EXTENSION,50.6672,-2.0278,BP,ONSHORE-OFFSHORE,OIL,DECLINING PRODUCTION,RIFT/INVERSION,4954,TRIASSIC,SANDSTONE,525.0,150.0,18.0,100.0
1027,XIAOJI,KONGDIAN-1,CHINA,FAR EAST,BOHAI,EXTENSION,38.17,117.09,PETROCHINA,ONSHORE,OIL,DECLINING PRODUCTION,RIFT,8750,PALEOGENE,SANDSTONE,1230.0,125.0,15.6,83.0
1028,XINGLONGTAI,SHAHEJIE (XINGLONGTAI),CHINA,FAR EAST,BOHAI,EXTENSION,41.15,122.05,PETROCHINA,ONSHORE,OIL,MATURE PRODUCTION,RIFT,5600,PALEOGENE,SANDSTONE,900.0,45.0,18.0,1800.0
1029,YACHENG 13-1,LINGSHUI (LINGSHUI-3),CHINA,FAR EAST,QIONGDONGNAN,EXTENSION,17.5142,109.0088,CNOOC,OFFSHORE,GAS,PLATEAU PRODUCTION,RIFT,11270,PALEOGENE,SANDSTONE,686.0,308.0,12.68,281.0
1030,YAERXIA,BAIYANGHE (JIANQUANZI L SAND),CHINA,FAR EAST,JIUQUAN,,39.8015,97.4667,PETROCHINA,ONSHORE,OIL,DECLINING PRODUCTION,THRUST,7667,PALEOGENE,SANDSTONE,200.0,52.0,,353.0
1032,YAERXIA,XIAGOU,CHINA,FAR EAST,JIUQUAN,COMPRESSION/EROSION,39.8015,97.4667,PETROCHINA,ONSHORE,OIL,DECLINING PRODUCTION,THRUST,11040,CRETACEOUS,SANDSTONE,620.0,115.0,8.5,2.45
1033,YAKELA,KAPSALIANG,CHINA,FAR EAST,TARIM,,41.5539,83.544,SINOPEC,ONSHORE,GAS-CONDENSATE,DEVELOPING,THRUST/FORELAND,17132,CRETACEOUS,SANDSTONE,161.0,82.0,,90.0
1035,YAKIN,BALIKPAPAN (YAKIN),INDONESIA,FAR EAST,KUTAI,INVERSION/COMPRESSION/EXTENSION/SHALE,-1.3522,116.8011,CHEVRON,OFFSHORE,OIL,DECLINING PRODUCTION,INVERSION/BACKARC,490,NEOGENE,SANDSTONE,4800.0,400.0,25.0,500.0
1037,YAMBURG,POKUR,RUSSIA,FORMER SOVIET UNION,SIBERIAN WESTERN,COMPRESSION,67.98,75.84,GAZPROM (YAMBURGGAZDOBYCHA),ONSHORE,GAS,PLATEAU PRODUCTION,INTRACRATONIC,3280,CRETACEOUS,SANDSTONE,2460.0,144.0,27.0,450.0
1039,YANGSANMU,GUANTAO-MINGHUAZHEN,CHINA,FAR EAST,BOHAI,EXTENSION,38.37,117.36,PETROCHINA,ONSHORE,OIL,MATURE PRODUCTION,RIFT,3898,NEOGENE,SANDSTONE,2615.0,66.0,31.0,1475.0
1040,YANLING,WUMISHAN,CHINA,FAR EAST,BOHAI,EXTENSION,38.7349,115.9453,PETROCHINA,ONSHORE,OIL,NEARLY DEPLETED,RIFT,9327,PROTEROZOIC,DOLOMITE,1306.0,177.0,1.3,1.2
1041,YAREGA,KOYVA,RUSSIA,FORMER SOVIET UNION,TIMAN-PECHORA,COMPRESSION/EVAPORITE,63.2992,53.6303,KOMINEFT,ONSHORE,OIL,PLATEAU PRODUCTION,INVERSION/FORELAND,480,DEVONIAN,SANDSTONE,100.0,56.0,21.0,1000.0
1042,YATES,SAN ANDRES,USA,NORTH AMERICA,PERMIAN,COMPRESSION,31.0,-102.8333,KINDER MORGAN,ONSHORE,OIL,DECLINING PRODUCTION,FORELAND,4150,PERMIAN,DOLOMITE,225.0,200.0,17.5,62.0
1043,YIBAL,KHUFF,OMAN,MIDDLE EAST,FAHUD SALT,COMPRESSION/EVAPORITE,22.1333,56.0,PDO,ONSHORE,OIL,DECLINING PRODUCTION,SALT/FORELAND,9219,PERMIAN,DOLOMITE,670.0,250.0,15.0,5.0
1044,YIBAL,SHUAIBA,OMAN,MIDDLE EAST,FAHUD SALT,COMPRESSION/EVAPORITE,22.1333,56.0,PDO,ONSHORE,OIL,DECLINING PRODUCTION,SALT/FORELAND,4440,CRETACEOUS,CHALK,350.0,300.0,28.0,5.0
1045,YIHEZHUANG,MAJIAGOU-BADOU,CHINA,FAR EAST,BOHAI,EXTENSION,37.9167,118.4333,SINOPEC,ONSHORE,OIL,NEARLY DEPLETED,RIFT,5970,ORDOVICIAN,DOLOMITE,560.0,82.0,2.5,8.4
1047,YOUNG NORTH,BONE SPRING (2ND SANDSTONE),USA,NORTH AMERICA,PERMIAN,,32.766999999999996,-103.7601,NUMEROUS,ONSHORE,OIL,DECLINING PRODUCTION,FORELAND,8315,PERMIAN,SHALY SANDSTONE,140.0,35.0,,1.0
1049,YOWLUMNE,STEVENS,USA,NORTH AMERICA,SAN JOAQUIN,COMPRESSION/STRIKE-SLIP/TRANSPRESSION/BASEMENT-I,35.0461,-119.1904,CASTLE PEAK RESOURCES,ONSHORE,OIL,NEARLY DEPLETED,WRENCH/FOREARC,11100,NEOGENE,THINLY-BEDDED SANDSTONE,200.0,150.0,20.0,75.0
1052,ZAFIRO,AGBADA (QUA IBOE SANDS),EQUATORIAL GUINEA,AFRICA,NIGER DELTA,GRAVITY/COMPRESSION/SHALE/EXTENSION/LINKED,3.8428,8.0797,EXXONMOBIL,OFFSHORE,OIL,DEVELOPING,DELTA/PASSIVE MARGIN,4400,NEOGENE,SANDSTONE,190.0,100.0,27.0,2000.0
1053,ZAKUM,THAMAMA ZONE I,UAE,MIDDLE EAST,RUB AL KHALI,,24.8667,53.6833,ADMA /ZADCO,OFFSHORE,OIL,PLATEAU PRODUCTION,SALT/FORELAND,6420,CRETACEOUS,LIMESTONE,121.0,50.0,,1.5
1054,ZAKUM,THAMAMA ZONE II,UAE,MIDDLE EAST,RUB AL KHALI,GRAVITY/EVAPORITE/COMPRESSION,24.8667,53.6833,ADMA /ZADCO,OFFSHORE,OIL,PLATEAU PRODUCTION,SALT/FORELAND,6940,CRETACEOUS,LIMESTONE,145.0,140.0,25.0,30.0
1055,ZAKUM,THAMAMA ZONE III,UAE,MIDDLE EAST,RUB AL KHALI,GRAVITY/EVAPORITE/COMPRESSION,24.8667,53.6833,ADMA /ZADCO,OFFSHORE,OIL,PLATEAU PRODUCTION,SALT/FORELAND,7085,CRETACEOUS,LIMESTONE,537.0,110.0,23.0,15.0
1056,ZAKUM,THAMAMA ZONE IV,UAE,MIDDLE EAST,RUB AL KHALI,GRAVITY/EVAPORITE/COMPRESSION,24.8667,53.6833,ADMA /ZADCO,OFFSHORE,OIL,PLATEAU PRODUCTION,SALT/FORELAND,7850,CRETACEOUS,LIMESTONE,147.0,90.0,25.0,60.0
1058,ZAOYUAN,KONGDIAN-1 (ZAOBEI BLOCK),CHINA,FAR EAST,BOHAI,EXTENSION,38.21,117.06,PETROCHINA,ONSHORE,OIL,MATURE PRODUCTION,RIFT,5384,PALEOGENE,SANDSTONE,230.0,69.0,26.7,1872.0
1059,ZAOYUAN,KONGDIAN-1 (ZAONAN BLOCK),CHINA,FAR EAST,BOHAI,,38.21,117.06,PETROCHINA,ONSHORE,OIL,PLATEAU PRODUCTION,RIFT,5545,PALEOGENE,SANDSTONE,689.0,192.0,,126.0
1060,ZAOYUAN,KONGDIAN-1 (ZILAITUN BLOCK),CHINA,FAR EAST,BOHAI,EXTENSION,38.21,117.06,PETROCHINA,ONSHORE,OIL,DECLINING PRODUCTION,RIFT,4721,PALEOGENE,SANDSTONE,164.0,62.0,23.2,121.0
1061,ZAOYUAN,KONGDIAN-2 (FENGHUADIAN BLOCK),CHINA,FAR EAST,BOHAI,,38.21,117.06,PETROCHINA,ONSHORE,OIL,PLATEAU PRODUCTION,RIFT,7579,PALEOGENE,SANDSTONE,295.0,79.0,,60.0
1062,ZAOYUAN,UNNAMED (FENGHUADIAN BLOCK),CHINA,FAR EAST,BOHAI,EXTENSION,38.21,117.06,PETROCHINA,ONSHORE,OIL,MATURE PRODUCTION,RIFT,9843,MESOZOIC,VOLCANICS,492.0,194.0,12.7,3.59
1070,ZHIRNOV,MELEKESKIAN,RUSSIA,FORMER SOVIET UNION,VOLGA-URAL,COMPRESSION/EVAPORITE,51.0,44.8042,NIZHNEVOLZHSKNET,ONSHORE,OIL,DECLINING PRODUCTION,FORELAND,1870,CARBONIFEROUS,SANDSTONE,262.0,33.0,24.0,30.0
1071,ZHIRNOV,TULIAN B1,RUSSIA,FORMER SOVIET UNION,VOLGA-URAL,COMPRESSION/EVAPORITE,51.0,44.8042,NIZHNEVOLZHSKNET,ONSHORE,OIL,NEARLY DEPLETED,FORELAND,3225,CARBONIFEROUS,SANDSTONE,128.0,44.0,26.0,1000.0
